date,product,region,revenue,leads,conversions
2025-11-30,Product A,North,22094,289,88
2025-11-30,Product A,South,22482,465,142
2025-11-30,Product A,East,13692,237,88
2025-11-30,Product A,West,17285,367,127
2025-11-30,Product A,Central,17965,343,113
2025-11-30,Product B,North,13165,200,58
2025-11-30,Product B,South,16043,373,114
2025-11-30,Product B,East,8914,303,87
2025-11-30,Product B,West,10223,458,103
2025-11-30,Product B,Central,15093,404,133
2025-11-30,Product C,North,16506,494,102
2025-11-30,Product C,South,10509,260,67
2025-11-30,Product C,East,9666,234,44
2025-11-30,Product C,West,8757,440,99
2025-11-30,Product C,Central,8399,148,28
2025-11-30,Product D,North,14631,371,57
2025-11-30,Product D,South,11873,207,30
2025-11-30,Product D,East,8252,168,27
2025-11-30,Product D,West,8814,230,41
2025-11-30,Product D,Central,8852,500,87
2025-11-30,Product E,North,4737,362,46
2025-11-30,Product E,South,7849,342,43
2025-11-30,Product E,East,3264,397,42
2025-11-30,Product E,West,5796,436,46
2025-11-30,Product E,Central,3664,347,44
2025-12-01,Product A,North,27836,404,169
2025-12-01,Product A,South,21389,319,96
2025-12-01,Product A,East,17028,294,110
2025-12-01,Product A,West,20230,351,110
2025-12-01,Product A,Central,16020,295,111
2025-12-01,Product B,North,23080,446,104
2025-12-01,Product B,South,20989,119,26
2025-12-01,Product B,East,11583,290,77
2025-12-01,Product B,West,15515,435,134
2025-12-01,Product B,Central,13621,407,106
2025-12-01,Product C,North,11112,228,53
2025-12-01,Product C,South,8312,143,35
2025-12-01,Product C,East,14336,168,42
2025-12-01,Product C,West,6909,382,75
2025-12-01,Product C,Central,6297,175,35
2025-12-01,Product D,North,14881,109,23
2025-12-01,Product D,South,9840,302,45
2025-12-01,Product D,East,8987,328,52
2025-12-01,Product D,West,10188,119,17
2025-12-01,Product D,Central,8707,194,40
2025-12-01,Product E,North,9224,319,44
2025-12-01,Product E,South,6636,224,29
2025-12-01,Product E,East,5719,172,17
2025-12-01,Product E,West,5367,497,69
2025-12-01,Product E,Central,4073,241,25
2025-12-08,Product A,North,15522,115,41
2025-12-08,Product A,South,25856,183,62
2025-12-08,Product A,East,22820,301,101
2025-12-08,Product A,West,9102,251,93
2025-12-08,Product A,Central,12101,451,133
2025-12-08,Product B,North,23991,403,108
2025-12-08,Product B,South,17455,493,143
2025-12-08,Product B,East,17365,330,100
2025-12-08,Product B,West,9323,129,39
2025-12-08,Product B,Central,13492,307,89
2025-12-08,Product C,North,9326,220,53
2025-12-08,Product C,South,11464,197,35
2025-12-08,Product C,East,8035,331,82
2025-12-08,Product C,West,11943,389,95
2025-12-08,Product C,Central,11753,405,78
2025-12-08,Product D,North,14072,441,66
2025-12-08,Product D,South,8797,159,23
2025-12-08,Product D,East,6300,171,29
2025-12-08,Product D,West,9815,186,28
2025-12-08,Product D,Central,4772,156,29
2025-12-08,Product E,North,6457,141,14
2025-12-08,Product E,South,3312,290,29
2025-12-08,Product E,East,6396,352,48
2025-12-08,Product E,West,6128,382,52
2025-12-08,Product E,Central,4874,249,25
2025-12-09,Product A,North,26405,420,175
2025-12-09,Product A,South,13885,402,131
2025-12-09,Product A,East,14098,172,70
2025-12-09,Product A,West,16866,420,172
2025-12-09,Product A,Central,15440,372,144
2025-12-09,Product B,North,13760,453,124
2025-12-09,Product B,South,21160,161,53
2025-12-09,Product B,East,16388,131,37
2025-12-09,Product B,West,16416,181,40
2025-12-09,Product B,Central,14096,303,75
2025-12-09,Product C,North,13880,428,107
2025-12-09,Product C,South,8385,235,54
2025-12-09,Product C,East,8774,442,90
2025-12-09,Product C,West,10673,467,94
2025-12-09,Product C,Central,9850,177,36
2025-12-09,Product D,North,12821,413,84
2025-12-09,Product D,South,5814,419,60
2025-12-09,Product D,East,11426,322,62
2025-12-09,Product D,West,5121,258,44
2025-12-09,Product D,Central,5948,457,73
2025-12-09,Product E,North,8602,314,35
2025-12-09,Product E,South,6762,144,14
2025-12-09,Product E,East,4460,231,31
2025-12-09,Product E,West,2708,402,40
2025-12-09,Product E,Central,3080,218,26
2025-12-10,Product A,North,25611,109,32
2025-12-10,Product A,South,19258,181,74
2025-12-10,Product A,East,21245,327,113
2025-12-10,Product A,West,17336,188,75
2025-12-10,Product A,Central,19157,181,61
2025-12-10,Product B,North,12301,412,101
2025-12-10,Product B,South,9845,187,44
2025-12-10,Product B,East,11041,241,78
2025-12-10,Product B,West,12289,391,116
2025-12-10,Product B,Central,15190,373,118
2025-12-10,Product C,North,8582,283,56
2025-12-10,Product C,South,9436,256,49
2025-12-10,Product C,East,14126,226,52
2025-12-10,Product C,West,11899,223,42
2025-12-10,Product C,Central,8558,432,92
2025-12-10,Product D,North,13642,201,36
2025-12-10,Product D,South,6014,268,47
2025-12-10,Product D,East,5431,462,68
2025-12-10,Product D,West,9290,304,54
2025-12-10,Product D,Central,4602,379,56
2025-12-10,Product E,North,8733,342,48
2025-12-10,Product E,South,3985,110,15
2025-12-10,Product E,East,7054,298,33
2025-12-10,Product E,West,5448,219,25
2025-12-10,Product E,Central,5850,498,67
2025-12-12,Product A,North,17743,294,112
2025-12-12,Product A,South,17766,500,145
2025-12-12,Product A,East,24295,115,39
2025-12-12,Product A,West,10656,180,74
2025-12-12,Product A,Central,9726,259,94
2025-12-12,Product B,North,10572,412,109
2025-12-12,Product B,South,10171,211,49
2025-12-12,Product B,East,19284,211,70
2025-12-12,Product B,West,16223,433,111
2025-12-12,Product B,Central,15452,197,55
2025-12-12,Product C,North,12001,291,71
2025-12-12,Product C,South,10205,123,23
2025-12-12,Product C,East,8335,441,112
2025-12-12,Product C,West,6305,404,81
2025-12-12,Product C,Central,8545,409,78
2025-12-12,Product D,North,15155,187,36
2025-12-12,Product D,South,7833,336,60
2025-12-12,Product D,East,7828,267,44
2025-12-12,Product D,West,5246,472,76
2025-12-12,Product D,Central,7698,339,58
2025-12-12,Product E,North,8932,360,41
2025-12-12,Product E,South,5969,299,36
2025-12-12,Product E,East,5616,255,31
2025-12-12,Product E,West,3390,382,39
2025-12-12,Product E,Central,6020,422,54
2025-12-15,Product A,North,23949,222,79
2025-12-15,Product A,South,25663,309,123
2025-12-15,Product A,East,11281,495,170
2025-12-15,Product A,West,12978,384,158
2025-12-15,Product A,Central,19280,310,129
2025-12-15,Product B,North,12597,268,83
2025-12-15,Product B,South,17633,305,90
2025-12-15,Product B,East,11854,484,150
2025-12-15,Product B,West,9605,285,81
2025-12-15,Product B,Central,15230,500,130
2025-12-15,Product C,North,11633,262,66
2025-12-15,Product C,South,16473,127,23
2025-12-15,Product C,East,9598,219,45
2025-12-15,Product C,West,8125,143,30
2025-12-15,Product C,Central,7890,186,34
2025-12-15,Product D,North,10606,153,28
2025-12-15,Product D,South,8500,457,90
2025-12-15,Product D,East,8399,256,52
2025-12-15,Product D,West,6831,170,28
2025-12-15,Product D,Central,7098,160,31
2025-12-15,Product E,North,8156,293,40
2025-12-15,Product E,South,8127,424,60
2025-12-15,Product E,East,7393,106,12
2025-12-15,Product E,West,3985,184,23
2025-12-15,Product E,Central,2988,354,48
2025-12-16,Product A,North,23796,123,45
2025-12-16,Product A,South,22468,382,128
2025-12-16,Product A,East,13593,290,114
2025-12-16,Product A,West,13872,417,141
2025-12-16,Product A,Central,18296,177,50
2025-12-16,Product B,North,21348,134,32
2025-12-16,Product B,South,9956,126,32
2025-12-16,Product B,East,16740,239,78
2025-12-16,Product B,West,8358,275,78
2025-12-16,Product B,Central,8388,193,61
2025-12-16,Product C,North,13318,123,30
2025-12-16,Product C,South,11807,363,81
2025-12-16,Product C,East,13000,216,46
2025-12-16,Product C,West,8235,107,24
2025-12-16,Product C,Central,7609,300,74
2025-12-16,Product D,North,9894,411,86
2025-12-16,Product D,South,11718,187,30
2025-12-16,Product D,East,10928,190,38
2025-12-16,Product D,West,5849,480,90
2025-12-16,Product D,Central,8408,214,33
2025-12-16,Product E,North,4024,461,65
2025-12-16,Product E,South,5498,410,51
2025-12-16,Product E,East,4238,362,48
2025-12-16,Product E,West,5247,308,31
2025-12-16,Product E,Central,5116,354,47
2025-12-23,Product A,North,18630,146,59
2025-12-23,Product A,South,23855,328,122
2025-12-23,Product A,East,13174,115,37
2025-12-23,Product A,West,12026,270,83
2025-12-23,Product A,Central,11892,214,71
2025-12-23,Product B,North,12234,267,66
2025-12-23,Product B,South,18803,258,63
2025-12-23,Product B,East,12306,398,107
2025-12-23,Product B,West,7837,194,57
2025-12-23,Product B,Central,13452,440,117
2025-12-23,Product C,North,14293,162,31
2025-12-23,Product C,South,7346,428,104
2025-12-23,Product C,East,9024,467,115
2025-12-23,Product C,West,11466,273,59
2025-12-23,Product C,Central,8203,182,43
2025-12-23,Product D,North,15472,248,44
2025-12-23,Product D,South,7891,185,38
2025-12-23,Product D,East,5675,494,75
2025-12-23,Product D,West,6147,184,36
2025-12-23,Product D,Central,8430,326,47
2025-12-23,Product E,North,4982,432,61
2025-12-23,Product E,South,5078,402,45
2025-12-23,Product E,East,3855,104,14
2025-12-23,Product E,West,4430,328,33
2025-12-23,Product E,Central,5248,419,47
2025-12-25,Product A,North,22961,314,130
2025-12-25,Product A,South,15706,296,87
2025-12-25,Product A,East,19672,105,34
2025-12-25,Product A,West,19581,306,128
2025-12-25,Product A,Central,13219,470,134
2025-12-25,Product B,North,18452,305,89
2025-12-25,Product B,South,13480,294,82
2025-12-25,Product B,East,14516,206,59
2025-12-25,Product B,West,9742,228,70
2025-12-25,Product B,Central,6478,362,113
2025-12-25,Product C,North,9815,197,38
2025-12-25,Product C,South,15870,114,26
2025-12-25,Product C,East,12749,121,24
2025-12-25,Product C,West,7872,313,82
2025-12-25,Product C,Central,8308,278,61
2025-12-25,Product D,North,7488,374,77
2025-12-25,Product D,South,6118,399,63
2025-12-25,Product D,East,7869,308,47
2025-12-25,Product D,West,6232,315,59
2025-12-25,Product D,Central,6377,230,48
2025-12-25,Product E,North,8307,216,23
2025-12-25,Product E,South,7774,477,67
2025-12-25,Product E,East,4418,347,45
2025-12-25,Product E,West,4817,340,34
2025-12-25,Product E,Central,6041,462,60
2025-12-26,Product A,North,21729,182,67
2025-12-26,Product A,South,14493,231,93
2025-12-26,Product A,East,11784,202,81
2025-12-26,Product A,West,16889,122,37
2025-12-26,Product A,Central,9009,188,69
2025-12-26,Product B,North,12464,346,96
2025-12-26,Product B,South,8811,253,80
2025-12-26,Product B,East,19526,198,46
2025-12-26,Product B,West,12150,374,97
2025-12-26,Product B,Central,14565,104,26
2025-12-26,Product C,North,14913,253,50
2025-12-26,Product C,South,12305,181,41
2025-12-26,Product C,East,6343,434,90
2025-12-26,Product C,West,7369,136,32
2025-12-26,Product C,Central,10553,190,45
2025-12-26,Product D,North,7138,398,82
2025-12-26,Product D,South,12606,419,66
2025-12-26,Product D,East,5931,320,57
2025-12-26,Product D,West,7673,270,56
2025-12-26,Product D,Central,7814,122,17
2025-12-26,Product E,North,10163,414,52
2025-12-26,Product E,South,7894,434,57
2025-12-26,Product E,East,3537,352,49
2025-12-26,Product E,West,4208,400,48
2025-12-26,Product E,Central,5046,494,53
2025-12-27,Product A,North,23656,440,162
2025-12-27,Product A,South,26951,302,106
2025-12-27,Product A,East,22694,415,124
2025-12-27,Product A,West,15408,460,176
2025-12-27,Product A,Central,13342,164,59
2025-12-27,Product B,North,17433,487,154
2025-12-27,Product B,South,12604,438,114
2025-12-27,Product B,East,12188,348,112
2025-12-27,Product B,West,15291,323,106
2025-12-27,Product B,Central,12804,219,71
2025-12-27,Product C,North,18427,344,63
2025-12-27,Product C,South,12091,499,89
2025-12-27,Product C,East,13197,458,111
2025-12-27,Product C,West,9818,240,61
2025-12-27,Product C,Central,9696,407,81
2025-12-27,Product D,North,14983,405,63
2025-12-27,Product D,South,5900,155,32
2025-12-27,Product D,East,11232,112,20
2025-12-27,Product D,West,6649,179,25
2025-12-27,Product D,Central,6413,415,84
2025-12-27,Product E,North,7712,440,57
2025-12-27,Product E,South,5724,388,44
2025-12-27,Product E,East,3793,260,25
2025-12-27,Product E,West,3305,185,24
2025-12-27,Product E,Central,2650,105,11
2025-12-28,Product A,North,31021,375,150
2025-12-28,Product A,South,14478,230,82
2025-12-28,Product A,East,15576,237,85
2025-12-28,Product A,West,19561,240,73
2025-12-28,Product A,Central,14255,387,146
2025-12-28,Product B,North,25685,361,87
2025-12-28,Product B,South,14589,116,28
2025-12-28,Product B,East,11494,159,39
2025-12-28,Product B,West,10788,146,39
2025-12-28,Product B,Central,12556,460,114
2025-12-28,Product C,North,18865,493,126
2025-12-28,Product C,South,14884,442,112
2025-12-28,Product C,East,11792,247,59
2025-12-28,Product C,West,12669,162,37
2025-12-28,Product C,Central,7375,480,96
2025-12-28,Product D,North,6618,178,35
2025-12-28,Product D,South,9047,163,30
2025-12-28,Product D,East,6389,479,75
2025-12-28,Product D,West,5976,328,47
2025-12-28,Product D,Central,6020,446,71
2025-12-28,Product E,North,10323,104,13
2025-12-28,Product E,South,8155,155,15
2025-12-28,Product E,East,5776,452,62
2025-12-28,Product E,West,5978,333,39
2025-12-28,Product E,Central,4184,152,14
2025-12-31,Product A,North,18218,287,112
2025-12-31,Product A,South,19426,338,97
2025-12-31,Product A,East,10494,396,161
2025-12-31,Product A,West,20700,374,136
2025-12-31,Product A,Central,19752,195,69
2025-12-31,Product B,North,25992,234,74
2025-12-31,Product B,South,11816,464,105
2025-12-31,Product B,East,12390,429,132
2025-12-31,Product B,West,12161,439,108
2025-12-31,Product B,Central,9414,355,83
2025-12-31,Product C,North,8200,321,81
2025-12-31,Product C,South,10947,428,98
2025-12-31,Product C,East,8658,246,45
2025-12-31,Product C,West,6138,149,38
2025-12-31,Product C,Central,10706,461,110
2025-12-31,Product D,North,6780,367,61
2025-12-31,Product D,South,10456,492,94
2025-12-31,Product D,East,5488,350,54
2025-12-31,Product D,West,5614,272,47
2025-12-31,Product D,Central,7834,362,75
2025-12-31,Product E,North,6238,372,48
2025-12-31,Product E,South,5228,374,36
2025-12-31,Product E,East,3078,214,29
2025-12-31,Product E,West,6458,214,25
2025-12-31,Product E,Central,5751,351,39
2026-01-07,Product A,North,23407,482,161
2026-01-07,Product A,South,15198,101,33
2026-01-07,Product A,East,18654,271,99
2026-01-07,Product A,West,14458,284,81
2026-01-07,Product A,Central,11597,392,159
2026-01-07,Product B,North,18892,341,99
2026-01-07,Product B,South,20900,168,41
2026-01-07,Product B,East,8082,135,43
2026-01-07,Product B,West,12374,109,27
2026-01-07,Product B,Central,8744,496,146
2026-01-07,Product C,North,12617,319,73
2026-01-07,Product C,South,11372,327,62
2026-01-07,Product C,East,8512,205,53
2026-01-07,Product C,West,8909,259,53
2026-01-07,Product C,Central,10479,107,19
2026-01-07,Product D,North,13718,157,31
2026-01-07,Product D,South,6290,141,24
2026-01-07,Product D,East,6471,317,51
2026-01-07,Product D,West,7832,134,27
2026-01-07,Product D,Central,6924,135,21
2026-01-07,Product E,North,7049,229,27
2026-01-07,Product E,South,6149,113,14
2026-01-07,Product E,East,5022,448,63
2026-01-07,Product E,West,4023,445,51
2026-01-07,Product E,Central,3423,254,24
2026-01-09,Product A,North,28761,127,49
2026-01-09,Product A,South,11044,325,108
2026-01-09,Product A,East,20581,289,105
2026-01-09,Product A,West,14301,259,108
2026-01-09,Product A,Central,16246,391,140
2026-01-09,Product B,North,20610,474,124
2026-01-09,Product B,South,13130,192,56
2026-01-09,Product B,East,13858,212,49
2026-01-09,Product B,West,7238,413,115
2026-01-09,Product B,Central,7318,434,126
2026-01-09,Product C,North,15336,295,75
2026-01-09,Product C,South,9396,271,63
2026-01-09,Product C,East,10508,221,47
2026-01-09,Product C,West,7275,456,98
2026-01-09,Product C,Central,10536,379,78
2026-01-09,Product D,North,12448,231,39
2026-01-09,Product D,South,6217,303,59
2026-01-09,Product D,East,9314,212,35
2026-01-09,Product D,West,9461,104,14
2026-01-09,Product D,Central,9539,264,43
2026-01-09,Product E,North,6640,419,47
2026-01-09,Product E,South,4001,250,35
2026-01-09,Product E,East,7103,128,13
2026-01-09,Product E,West,3024,231,24
2026-01-09,Product E,Central,5844,198,23
2026-01-10,Product A,North,18336,380,117
2026-01-10,Product A,South,24759,415,140
2026-01-10,Product A,East,16662,244,97
2026-01-10,Product A,West,9934,237,69
2026-01-10,Product A,Central,15163,455,186
2026-01-10,Product B,North,14306,462,136
2026-01-10,Product B,South,10178,129,30
2026-01-10,Product B,East,11048,313,104
2026-01-10,Product B,West,9555,188,58
2026-01-10,Product B,Central,13397,415,138
2026-01-10,Product C,North,14014,302,64
2026-01-10,Product C,South,12327,249,53
2026-01-10,Product C,East,10698,108,25
2026-01-10,Product C,West,7980,186,33
2026-01-10,Product C,Central,11128,210,45
2026-01-10,Product D,North,14040,435,89
2026-01-10,Product D,South,8191,383,64
2026-01-10,Product D,East,5500,179,26
2026-01-10,Product D,West,7480,260,44
2026-01-10,Product D,Central,4059,415,83
2026-01-10,Product E,North,8084,321,39
2026-01-10,Product E,South,7037,425,51
2026-01-10,Product E,East,7241,168,20
2026-01-10,Product E,West,6067,105,13
2026-01-10,Product E,Central,5348,301,34
2026-01-11,Product A,North,21755,403,152
2026-01-11,Product A,South,13030,184,77
2026-01-11,Product A,East,11121,396,132
2026-01-11,Product A,West,14434,109,31
2026-01-11,Product A,Central,19097,472,142
2026-01-11,Product B,North,15566,173,42
2026-01-11,Product B,South,17839,287,75
2026-01-11,Product B,East,9001,310,73
2026-01-11,Product B,West,15344,120,40
2026-01-11,Product B,Central,9913,475,143
2026-01-11,Product C,North,14400,224,43
2026-01-11,Product C,South,12223,429,100
2026-01-11,Product C,East,13835,172,43
2026-01-11,Product C,West,9153,428,99
2026-01-11,Product C,Central,7239,415,100
2026-01-11,Product D,North,10609,198,41
2026-01-11,Product D,South,5633,131,25
2026-01-11,Product D,East,9604,355,75
2026-01-11,Product D,West,8653,490,91
2026-01-11,Product D,Central,7654,204,32
2026-01-11,Product E,North,4287,327,41
2026-01-11,Product E,South,5630,432,51
2026-01-11,Product E,East,7694,409,50
2026-01-11,Product E,West,6840,500,58
2026-01-11,Product E,Central,5038,113,11
2026-01-18,Product A,North,31310,264,93
2026-01-18,Product A,South,13772,453,170
2026-01-18,Product A,East,22110,194,76
2026-01-18,Product A,West,17206,269,112
2026-01-18,Product A,Central,17633,394,129
2026-01-18,Product B,North,18218,281,78
2026-01-18,Product B,South,13108,266,68
2026-01-18,Product B,East,14103,212,50
2026-01-18,Product B,West,7903,113,35
2026-01-18,Product B,Central,14294,481,121
2026-01-18,Product C,North,17670,186,42
2026-01-18,Product C,South,12551,347,65
2026-01-18,Product C,East,10585,302,63
2026-01-18,Product C,West,9510,433,89
2026-01-18,Product C,Central,5798,277,56
2026-01-18,Product D,North,14115,485,92
2026-01-18,Product D,South,11771,349,59
2026-01-18,Product D,East,6973,333,48
2026-01-18,Product D,West,8825,496,75
2026-01-18,Product D,Central,9050,135,26
2026-01-18,Product E,North,5418,375,51
2026-01-18,Product E,South,8198,165,23
2026-01-18,Product E,East,3623,141,14
2026-01-18,Product E,West,6264,175,23
2026-01-18,Product E,Central,3837,222,28
2026-01-20,Product A,North,16589,482,186
2026-01-20,Product A,South,14720,111,45
2026-01-20,Product A,East,19260,473,152
2026-01-20,Product A,West,13880,224,91
2026-01-20,Product A,Central,14232,349,113
2026-01-20,Product B,North,19623,407,129
2026-01-20,Product B,South,12129,131,32
2026-01-20,Product B,East,19314,443,130
2026-01-20,Product B,West,13840,312,100
2026-01-20,Product B,Central,11663,178,57
2026-01-20,Product C,North,11726,416,96
2026-01-20,Product C,South,8672,258,56
2026-01-20,Product C,East,10955,302,57
2026-01-20,Product C,West,5552,163,37
2026-01-20,Product C,Central,11637,452,98
2026-01-20,Product D,North,9414,238,45
2026-01-20,Product D,South,9212,280,58
2026-01-20,Product D,East,5755,194,36
2026-01-20,Product D,West,9004,187,37
2026-01-20,Product D,Central,8379,414,63
2026-01-20,Product E,North,7347,365,48
2026-01-20,Product E,South,4279,143,17
2026-01-20,Product E,East,4909,271,30
2026-01-20,Product E,West,6387,152,16
2026-01-20,Product E,Central,6084,307,40
2026-01-27,Product A,North,30936,417,153
2026-01-27,Product A,South,26969,301,99
2026-01-27,Product A,East,18307,488,173
2026-01-27,Product A,West,22486,497,202
2026-01-27,Product A,Central,13130,129,38
2026-01-27,Product B,North,17955,108,31
2026-01-27,Product B,South,10743,299,94
2026-01-27,Product B,East,9853,403,129
2026-01-27,Product B,West,15984,151,47
2026-01-27,Product B,Central,7032,137,43
2026-01-27,Product C,North,18079,485,122
2026-01-27,Product C,South,12760,149,26
2026-01-27,Product C,East,14694,196,38
2026-01-27,Product C,West,10062,455,104
2026-01-27,Product C,Central,5239,366,90
2026-01-27,Product D,North,11403,364,55
2026-01-27,Product D,South,6105,187,33
2026-01-27,Product D,East,7019,418,69
2026-01-27,Product D,West,10046,312,47
2026-01-27,Product D,Central,8876,339,66
2026-01-27,Product E,North,7376,394,43
2026-01-27,Product E,South,3567,397,41
2026-01-27,Product E,East,7305,454,50
2026-01-27,Product E,West,7150,497,65
2026-01-27,Product E,Central,5041,338,35
2026-01-28,Product A,North,22600,122,46
2026-01-28,Product A,South,14768,157,46
2026-01-28,Product A,East,22776,310,112
2026-01-28,Product A,West,22018,234,97
2026-01-28,Product A,Central,19530,322,131
2026-01-28,Product B,North,20195,202,63
2026-01-28,Product B,South,10897,465,118
2026-01-28,Product B,East,10340,357,101
2026-01-28,Product B,West,13185,326,75
2026-01-28,Product B,Central,6764,235,53
2026-01-28,Product C,North,18614,412,74
2026-01-28,Product C,South,9587,467,89
2026-01-28,Product C,East,6586,472,114
2026-01-28,Product C,West,10793,406,88
2026-01-28,Product C,Central,7184,343,62
2026-01-28,Product D,North,14164,369,60
2026-01-28,Product D,South,12410,401,70
2026-01-28,Product D,East,11991,447,80
2026-01-28,Product D,West,9140,198,39
2026-01-28,Product D,Central,6098,323,66
2026-01-28,Product E,North,4852,124,15
2026-01-28,Product E,South,5625,252,30
2026-01-28,Product E,East,4172,423,41
2026-01-28,Product E,West,4986,150,19
2026-01-28,Product E,Central,4989,288,38
